stage,trial,mean_score,std_score,radio_p_min,radio_p_max,radio_w_req,radio_w_load,radio_w_inter,radio_w_block,radio_w_demand,radio_sig_k,radio_ch_min,radio_ch_max,radio_w_cov,radio_w_chmatch,radio_w_block_ch,radio_w_demand_ch,radio_sig_k_ch,compute_off_base,compute_off_demand_k,compute_off_queue_k,compute_cpu_base,compute_cpu_queue_k,compute_cpu_demand_k,compute_cpu_min
radio,10,23.221571156360195,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,11,20.677231283439827,0.0,0.23546114193121936,0.9319158972529653,1.6165029441286036,0.6342777856454307,1.90579879013949,0.5818356762802372,1.030114258463429,5.303685815108425,0.3288943781161579,0.4569950814283118,0.08982123878465798,0.8701941200060759,1.984751128111674,1.783354532509828,9.737472175112543,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,12,23.10281800188807,0.0,0.4953962454392624,0.9573786558791453,1.0377167207728981,0.631858103661586,1.544024864221976,1.3233225263355222,0.7473154577474201,3.8502000125536373,0.26644057174517854,0.520599335349862,1.8736263010675585,0.4819411500113695,0.24551586482297205,1.6622253442498123,4.379558849620446,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,13,15.095638320079145,0.0,0.13963415407886953,0.8397531166083374,1.749124081674929,0.3928693314291465,0.6206473458001895,1.5548096764823551,1.9436528521219347,7.506670675821081,0.06748617584191276,0.359058587010331,0.4593120599977105,0.26364443557304207,1.355317347225715,0.24366500925706225,7.556969384585697,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,14,21.739702292538972,0.0,0.3971312178214432,0.832446643688361,0.39955130332011524,1.6082490523645254,1.4308142592316033,1.4779680078310835,0.2621155031146265,4.113784232853101,0.3260956418321475,0.6084258259862114,0.6018973835618795,0.9771680907030666,1.3257284255271649,1.9112465140939399,5.578016041938495,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,15,21.393507659092315,0.0,0.5124042146560136,0.6220396487431217,1.1103960846536494,1.2679502233621702,0.2117948075015066,0.28067919412782527,0.8382286386326077,11.696087209288635,0.216694042567343,0.9564650940401372,1.6087218312259415,0.934763203110583,1.5695268985043749,0.03567356795397547,3.9822959708916144,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,16,22.95175164163271,0.0,0.46471430744136816,0.9187268353300647,0.4652814839328674,1.061539181198107,1.2120316414000218,1.7354779075520224,1.2062143146774513,6.713144123463123,0.14348073432437028,0.6268233561427814,1.3038620511599484,1.7349812635046498,0.9077937641525995,0.49567912590271623,5.12996126697823,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,17,22.428349775170886,0.0,0.4230071401217232,0.9266275053695642,0.21055615970824992,0.13311771391035632,1.1888673275129036,0.29234648838539656,1.6493283809126826,5.79301206531667,0.06747773788047706,0.9486308071168427,0.33106344547055633,0.5694401646758711,0.30722679038411727,0.23098012733070994,3.19033214702796,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,18,4.222770843014098,0.0,0.07769770458213006,0.669856588374341,0.10676386525435078,1.1822876322219424,1.3614290535990128,0.7872609136640565,0.6359821939040988,7.54073613320007,0.3087516309374208,0.9032355574344338,0.08695012402558389,0.36299681919304816,0.47348974220879203,0.49877515166442365,8.141093865684955,0.05,0.3,1.2,0.1,1.2,0.4,0.0
radio,19,19.834167598516697,0.0,0.2581312128515961,0.6197016479710376,0.7472282769191432,1.0475058974352744,0.20334380580743194,1.6669171075771194,0.10392373293020851,11.32357682116256,0.05270733672135891,0.8983237185385393,1.8053062878552342,1.9591413611731854,1.6040517605471871,1.5589550815426578,8.78234948395993,0.05,0.3,1.2,0.1,1.2,0.4,0.0
